,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Converted,City_encoded,lead origin encoded,lead sources encoded,last activity encoded,lead quality encoded,last notable activity encoded,copy of interview encoded,do not email encoded
4039,0.0,0,0.0,0,0,0,6,5,3,8,0,0
4040,10.0,416,1.43,0,4,1,1,7,3,8,0,0
4041,1.0,400,1.0,0,0,1,1,2,4,1,0,1
4042,3.0,434,1.5,0,3,1,1,10,3,10,0,1
4043,1.0,2,1.0,0,1,1,1,2,3,8,0,1
4044,0.0,0,0.0,1,2,0,6,12,1,12,0,0
4045,2.0,268,2.0,0,0,0,3,12,2,12,0,0
4046,0.0,0,0.0,0,0,0,6,3,3,2,0,0
4047,2.0,1122,2.0,1,2,1,3,12,2,12,0,0
4048,4.0,1402,2.0,1,1,1,1,12,3,12,1,0
4049,0.0,0,0.0,1,0,2,10,12,3,8,0,0
4050,0.0,0,0.0,1,4,2,10,12,0,12,0,0
4051,4.0,1524,2.0,0,0,1,3,5,2,4,0,0
4052,3.0,150,3.0,0,0,1,1,12,3,12,1,0
4053,1.0,241,1.0,0,2,1,1,2,4,8,0,1
4054,2.0,111,2.0,0,0,1,3,5,3,4,0,0
4055,0.0,0,0.0,1,0,0,6,5,3,4,0,0
4056,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4057,0.0,0,0.0,1,4,2,10,5,0,8,0,0
4058,0.0,0,0.0,1,0,2,14,12,3,12,0,0
4059,2.0,1284,2.0,0,0,0,3,9,3,9,0,0
4060,1.0,1238,1.0,0,0,0,3,2,3,8,0,1
4061,0.0,0,0.0,1,0,2,10,12,0,12,0,0
4062,5.0,467,2.5,1,0,2,14,12,3,8,0,0
4063,2.0,846,2.0,0,0,1,1,5,3,4,1,0
4064,0.0,0,0.0,0,0,0,6,5,3,8,0,0
4065,5.0,96,2.5,1,0,0,3,12,2,12,0,0
4066,6.0,34,6.0,0,0,1,3,1,3,8,1,0
4067,3.0,208,3.0,0,0,0,3,5,1,4,0,0
4068,3.0,1204,1.5,1,0,0,3,12,2,12,0,0
4069,7.0,875,1.75,1,0,1,3,3,0,2,1,0
4070,3.0,387,3.0,0,2,1,1,5,3,4,1,0
4071,14.0,1047,1.4,0,0,1,1,10,4,10,1,0
4072,2.0,115,2.0,0,0,0,3,5,3,8,0,0
4073,8.0,149,8.0,0,0,1,1,12,3,8,1,0
4074,0.0,0,0.0,0,0,0,6,12,3,12,0,0
4075,8.0,789,8.0,0,0,0,7,5,3,8,0,0
4076,2.0,1478,2.0,0,5,1,1,5,2,4,1,0
4077,2.0,323,2.0,0,0,1,1,5,3,4,1,0
4078,4.0,1017,4.0,0,0,1,1,3,4,8,1,0
4079,4.0,1458,4.0,0,0,1,1,5,3,8,0,0
4080,3.0,1350,3.0,1,4,1,3,12,3,12,0,0
4081,2.0,857,2.0,1,4,1,1,12,2,12,1,0
4082,1.0,295,1.0,0,0,1,1,1,3,8,0,0
4083,2.0,335,2.0,0,0,1,1,10,4,8,1,0
4084,8.0,362,2.67,0,0,1,1,5,4,4,0,0
4085,3.0,69,3.0,0,0,1,1,5,3,4,1,0
4086,2.0,9,2.0,1,0,1,1,12,2,12,1,0
4087,7.0,964,3.5,1,4,1,3,5,0,4,0,0
4088,5.0,1205,5.0,1,0,1,3,5,1,4,0,0
4089,1.0,52,1.0,0,0,1,3,1,3,8,0,0
4090,3.0,167,3.0,0,3,1,1,5,3,4,1,0
4091,3.0,1390,3.0,1,0,0,3,3,2,8,0,0
4092,1.0,238,1.0,0,3,1,1,2,3,8,1,1
4093,1.0,1372,1.0,0,4,1,1,2,3,8,0,1
4094,1.0,518,1.0,0,3,1,1,1,3,8,0,0
4095,1.0,328,1.0,0,2,1,1,2,4,8,0,1
4096,1.0,496,1.0,0,0,1,1,2,3,8,0,1
4097,1.0,97,1.0,0,0,1,1,2,3,8,0,1
4098,1.0,120,1.0,0,2,1,1,2,3,8,0,1
4099,1.0,526,1.0,0,2,1,1,1,3,8,0,0
4100,1.0,233,1.0,0,0,1,1,2,1,8,0,1
4101,1.0,192,1.0,0,1,1,1,2,3,8,0,1
4102,3.0,63,3.0,0,0,0,3,5,3,4,0,0
4103,1.0,784,1.0,0,2,1,1,2,3,8,0,1
4104,2.0,75,2.0,0,0,1,1,15,3,8,0,0
4105,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4106,2.0,461,2.0,0,0,1,3,7,3,8,0,0
4107,8.0,89,2.67,0,2,0,3,15,3,15,1,0
4108,3.0,22,3.0,0,1,1,3,7,3,8,0,0
4109,6.0,154,6.0,0,0,0,3,1,3,8,0,0
4110,0.0,0,0.0,0,0,0,6,5,3,8,0,0
4111,3.0,1685,1.5,0,0,1,1,10,3,8,0,1
4112,0.0,0,0.0,1,0,0,6,12,2,12,0,0
4113,3.0,321,3.0,1,1,1,1,5,3,4,1,0
4114,3.0,1820,3.0,1,0,1,1,10,3,10,1,0
4115,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4116,3.0,924,3.0,1,0,1,3,5,1,4,0,0
4117,0.0,0,0.0,0,0,0,6,9,3,9,0,0
4118,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4119,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4120,3.0,210,3.0,0,1,1,3,5,3,4,0,0
4121,4.0,1434,4.0,0,0,0,7,1,3,8,0,0
4122,1.0,339,1.0,0,0,0,3,1,3,8,0,0
4123,6.0,1812,2.0,1,0,2,10,10,0,10,1,0
4124,2.0,350,2.0,0,4,1,1,5,3,8,0,0
4125,11.0,1505,3.67,1,4,1,1,12,2,12,1,0
4126,8.0,787,4.0,1,0,1,3,12,3,12,0,0
4127,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4128,8.0,306,8.0,0,1,1,1,5,3,4,1,0
4129,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4130,6.0,1049,2.0,0,0,1,3,5,3,4,0,0
4131,2.0,683,2.0,1,0,0,3,12,2,12,0,0
4132,6.0,1703,6.0,1,0,1,1,5,0,8,1,0
4133,2.0,964,2.0,1,0,1,1,5,3,4,1,0
4134,16.0,1482,1.23,1,0,0,1,10,3,10,0,0
4135,5.0,264,5.0,1,4,1,1,5,0,4,1,0
4136,4.0,429,2.0,0,0,0,3,10,3,10,0,0
4137,6.0,1049,3.0,1,0,1,3,5,1,4,0,0
4138,4.0,363,4.0,0,0,1,1,1,3,8,0,0
4139,3.0,1177,3.0,1,0,0,3,12,2,12,0,0
4140,5.0,140,5.0,1,0,1,3,12,2,12,0,0
4141,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4142,7.0,115,3.5,0,0,1,3,5,2,4,0,0
4143,1.0,82,1.0,0,0,0,3,1,3,8,0,0
4144,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4145,5.0,1096,2.5,0,0,1,3,5,2,4,1,0
4146,1.0,117,1.0,0,0,0,7,2,3,8,0,1
4147,4.0,549,4.0,1,0,1,3,5,3,4,0,0
4148,5.0,588,5.0,0,4,1,3,12,3,12,0,0
4149,0.0,0,0.0,1,0,2,10,5,1,8,0,0
4150,9.0,351,4.5,1,2,0,3,5,0,4,0,0
4151,6.0,1212,3.0,1,4,1,3,12,1,12,1,0
4152,0.0,0,0.0,0,0,0,6,12,2,12,0,0
4153,1.0,199,1.0,0,0,1,1,1,4,8,1,0
4154,0.0,0,0.0,1,0,2,10,5,1,4,0,0
4155,4.0,1387,4.0,1,0,1,3,12,2,12,0,0
4156,3.0,51,1.5,0,0,0,3,5,3,8,0,0
4157,4.0,1674,4.0,1,0,1,3,14,1,14,0,1
4158,4.0,158,4.0,1,0,1,3,5,1,4,0,0
4159,4.0,162,4.0,0,2,1,1,9,4,9,1,0
4160,0.0,0,0.0,0,0,0,6,5,3,8,0,0
4161,3.0,388,3.0,0,0,1,3,12,3,8,0,0
4162,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4163,0.0,0,0.0,1,0,0,6,12,2,12,0,1
4164,3.0,452,3.0,0,0,1,7,5,3,4,1,0
4165,2.0,464,2.0,1,0,0,3,12,3,12,0,0
4166,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4167,5.0,1059,5.0,0,1,1,7,12,2,12,1,0
4168,3.0,449,3.0,1,0,1,3,12,2,12,0,0
4169,3.0,34,1.5,0,3,1,1,5,3,4,1,0
4170,4.0,929,4.0,1,3,1,1,12,2,12,1,0
4171,6.0,78,6.0,1,4,1,1,10,2,8,1,0
4172,6.0,1217,6.0,0,1,1,3,12,2,12,0,0
4173,2.0,688,2.0,1,3,1,1,12,2,12,0,0
4174,3.0,718,1.5,1,2,1,1,12,3,12,1,0
4175,4.0,348,4.0,0,2,1,1,5,2,4,1,0
4176,3.0,500,3.0,0,0,1,1,5,3,4,1,0
4177,6.0,9,6.0,0,0,1,1,12,2,12,1,0
4178,0.0,0,0.0,0,0,0,6,12,3,12,0,0
4179,7.0,1008,3.5,1,2,1,1,12,2,12,1,0
4180,2.0,1436,2.0,1,4,1,1,12,3,8,1,0
4181,3.0,700,3.0,1,0,1,1,12,2,12,1,0
4182,2.0,516,2.0,0,4,1,1,1,3,8,1,0
4183,3.0,112,3.0,0,0,0,7,12,3,12,0,0
4184,0.0,0,0.0,0,0,0,6,3,3,2,0,0
4185,8.0,489,8.0,1,0,1,1,12,2,12,1,0
4186,0.0,0,0.0,0,0,0,6,3,3,8,0,0
4187,4.0,765,4.0,1,2,1,3,12,2,12,0,0
4188,4.0,1280,2.0,0,0,0,7,5,3,4,0,0
4189,0.0,0,0.0,0,0,0,6,12,2,12,0,0
4190,1.0,303,1.0,0,0,1,1,1,3,8,1,0
4191,3.0,1643,3.0,1,0,1,1,12,3,8,1,0
4192,2.0,315,2.0,0,0,1,3,1,3,8,0,0
4193,4.0,29,2.0,0,0,0,3,5,3,4,0,0
4194,0.0,0,0.0,1,3,2,10,5,1,4,0,0
4195,6.0,151,1.0,1,0,0,3,12,3,12,0,0
4196,9.0,234,1.8,0,0,1,1,12,3,12,0,0
4197,0.0,0,0.0,1,0,2,10,13,0,13,0,0
4198,3.0,835,3.0,1,1,1,1,5,1,4,1,0
4199,6.0,317,6.0,0,0,0,3,7,3,8,1,0
4200,6.0,1400,2.0,1,2,1,3,12,2,12,0,0
4201,6.0,124,6.0,0,0,0,7,5,3,4,0,0
4202,3.0,242,1.5,0,0,0,3,9,3,9,0,0
4203,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4204,7.0,68,7.0,1,1,0,7,5,3,4,0,0
4205,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4206,5.0,1515,2.5,0,4,1,1,10,4,8,1,0
4207,0.0,0,0.0,0,0,0,6,2,3,8,0,1
4208,3.0,1160,3.0,1,4,1,3,12,0,12,0,0
4209,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4210,4.0,409,4.0,1,0,1,3,5,2,4,0,0
4211,4.0,395,4.0,1,1,1,3,12,3,12,1,0
4212,8.0,1138,2.0,1,4,0,7,12,1,12,0,0
4213,6.0,1352,2.0,1,4,0,3,12,0,12,0,0
4214,0.0,0,0.0,0,0,0,6,12,3,8,0,0
4215,5.0,1132,1.25,0,0,0,3,9,3,8,0,1
4216,0.0,0,0.0,1,0,2,10,5,1,8,0,0
4217,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4218,0.0,0,0.0,1,0,2,0,5,1,4,0,0
4219,7.0,97,7.0,0,0,1,7,12,3,8,1,0
4220,0.0,0,0.0,0,0,0,6,5,3,8,0,0
4221,2.0,1302,1.0,1,0,0,7,12,3,12,0,0
4222,3.0,1562,1.0,0,0,0,3,10,3,10,0,0
4223,0.0,0,0.0,1,0,2,10,12,0,12,0,0
4224,3.0,1039,1.5,1,0,1,3,12,3,12,1,0
4225,9.0,176,3.0,0,0,1,1,5,2,4,0,0
4226,4.0,590,4.0,0,3,1,1,12,2,12,1,0
4227,4.0,52,4.0,1,1,1,1,5,0,4,1,0
4228,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4229,2.0,533,2.0,0,0,0,3,5,3,4,0,0
4230,2.0,928,2.0,1,0,2,0,10,2,10,0,0
4231,2.0,49,2.0,0,0,1,3,12,2,12,0,0
4232,3.0,1552,3.0,1,5,1,1,5,3,4,1,0
4233,0.0,0,0.0,1,0,0,6,12,2,12,0,1
4234,4.0,111,4.0,0,0,1,3,12,3,12,1,0
4235,2.0,305,2.0,0,0,0,3,9,3,8,0,0
4236,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4237,2.0,66,2.0,0,0,0,3,5,3,8,0,0
4238,3.0,304,3.0,1,0,1,3,12,2,12,0,0
4239,10.0,1619,3.33,1,0,1,1,10,0,10,1,0
4240,5.0,950,5.0,1,0,1,3,12,3,12,0,0
4241,0.0,0,0.0,1,4,2,10,12,0,12,0,0
4242,19.0,1146,2.71,1,1,1,7,10,2,10,1,1
4243,9.0,1063,3.0,0,0,1,7,10,3,10,1,0
4244,3.0,1427,2.0,1,0,2,10,5,0,8,0,0
4245,8.0,1408,4.0,1,3,1,7,5,2,4,1,0
4246,5.0,176,1.25,0,0,1,3,5,2,4,1,0
4247,3.0,230,3.0,0,0,1,1,5,3,4,0,0
4248,3.0,91,1.5,0,0,0,3,1,3,8,0,0
4249,7.0,23,7.0,0,0,1,3,10,3,8,0,1
4250,0.0,0,0.0,1,4,2,10,12,0,12,0,0
4251,2.0,346,1.0,0,0,0,3,5,3,4,0,0
4252,12.0,942,12.0,1,4,0,1,12,0,8,0,0
4253,5.0,1473,5.0,1,1,1,3,12,2,12,0,0
4254,4.0,217,4.0,0,4,1,3,12,3,12,0,0
4255,7.0,136,3.5,0,0,1,3,5,3,4,0,0
4256,4.0,888,4.0,1,0,1,3,12,2,12,0,0
4257,5.0,747,2.5,0,0,0,3,5,3,4,0,0
4258,2.0,1282,2.0,1,4,1,1,5,0,4,1,0
4259,6.0,842,6.0,1,0,1,3,12,2,12,0,0
4260,1.0,2,1.0,0,0,1,1,1,3,8,1,0
4261,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4262,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4263,2.0,1594,1.0,1,0,0,3,12,3,12,0,0
4264,6.0,1207,6.0,1,5,1,1,12,3,12,1,0
4265,4.0,57,4.0,0,3,1,3,5,3,8,0,0
4266,4.0,299,4.0,1,0,0,7,12,3,12,0,0
4267,9.0,251,4.5,0,0,0,7,5,3,8,0,0
4268,5.0,1351,2.5,1,3,1,3,9,3,9,1,0
4269,8.0,1011,8.0,1,0,0,1,12,3,12,0,0
4270,6.0,49,2.0,0,0,1,3,5,3,8,1,0
4271,3.0,1618,1.5,1,0,1,3,3,3,8,0,0
4272,5.0,551,2.5,1,0,1,11,12,2,12,1,0
4273,2.0,106,2.0,0,1,1,3,5,3,8,0,0
4274,4.0,1058,4.0,0,0,1,3,5,3,4,0,0
4275,12.0,179,6.0,1,0,1,1,12,2,12,1,0
4276,2.0,391,2.0,0,0,0,7,5,3,4,0,0
4277,1.0,305,1.0,0,0,0,3,2,3,8,0,1
4278,2.0,454,2.0,1,0,1,1,5,1,4,1,0
4279,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4280,2.0,63,2.0,0,0,1,1,5,1,4,1,0
4281,9.0,1242,9.0,1,0,1,1,12,2,12,1,0
4282,2.0,375,2.0,0,0,0,7,5,3,4,0,0
4283,1.0,1075,1.0,0,0,0,1,1,3,8,0,0
4284,8.0,718,2.0,1,0,1,1,12,0,8,1,0
4285,3.0,105,3.0,1,0,1,1,12,3,12,1,0
4286,1.0,165,1.0,0,4,1,1,1,3,8,1,0
4287,3.0,381,3.0,0,4,0,3,10,3,8,0,0
4288,10.0,744,2.0,1,0,1,1,12,3,12,0,0
4289,3.0,14,3.0,0,0,1,1,12,3,12,1,0
4290,2.0,331,2.0,0,0,1,1,5,3,8,1,0
4291,5.0,1125,5.0,1,0,1,3,5,1,4,0,0
4292,2.0,1240,1.0,1,4,0,3,7,3,8,0,0
4293,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4294,2.0,118,2.0,0,0,0,3,5,3,4,0,0
4295,4.0,1891,4.0,1,0,0,3,5,3,4,0,0
4296,0.0,0,0.0,1,0,0,6,12,2,12,0,0
4297,2.0,1376,2.0,1,3,1,1,12,2,12,1,0
4298,2.0,287,2.0,0,4,1,1,7,3,6,1,0
4299,8.0,269,8.0,0,3,1,7,5,3,4,1,0
4300,2.0,1271,2.0,0,0,0,3,5,3,4,0,0
4301,1.0,328,1.0,0,1,0,6,14,1,14,1,1
4302,5.0,162,2.5,0,0,0,3,5,3,4,0,0
4303,3.0,611,3.0,0,0,0,3,9,3,9,0,0
4304,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4305,6.0,373,6.0,1,0,1,3,12,3,12,0,0
4306,0.0,0,0.0,0,0,0,6,2,3,8,0,1
4307,4.0,1098,4.0,0,0,1,7,5,3,4,0,0
4308,2.0,155,2.0,0,0,0,3,5,3,4,0,0
4309,0.0,0,0.0,0,0,0,6,9,3,9,0,0
4310,3.0,172,1.5,0,0,0,6,12,2,12,0,0
4311,3.0,268,3.0,0,0,0,7,5,2,4,0,0
4312,3.0,168,1.5,1,0,0,3,12,3,8,0,0
4313,2.0,1440,2.0,0,0,0,3,12,2,12,0,0
4314,5.0,610,2.5,0,0,0,3,9,4,8,0,0
4315,0.0,0,0.0,0,0,0,6,9,3,9,0,0
4316,9.0,476,3.0,1,0,1,1,12,3,12,1,0
4317,3.0,128,3.0,1,0,1,1,5,2,4,1,0
4318,5.0,178,5.0,1,0,1,3,12,2,12,0,0
4319,0.0,0,0.0,0,0,0,6,10,3,10,0,0
4320,4.0,1107,2.0,1,0,1,3,12,2,12,1,0
4321,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4322,5.0,393,2.5,0,3,0,6,5,3,4,0,0
4323,6.0,289,3.0,0,0,1,3,12,3,12,0,0
4324,2.0,1316,2.0,0,0,1,1,5,4,4,1,0
4325,0.0,0,0.0,0,0,0,6,3,3,2,0,0
4326,1.0,234,1.0,0,0,1,1,1,3,8,1,0
4327,4.0,586,2.0,1,0,0,3,12,3,12,0,0
4328,4.0,169,1.33,0,4,0,6,5,3,4,1,0
4329,3.0,1367,3.0,1,2,1,3,5,3,4,0,0
4330,0.0,0,0.0,1,0,2,10,5,1,4,0,0
4331,2.0,1311,2.0,1,1,1,1,5,1,4,1,0
4332,6.0,197,3.0,0,0,1,3,7,3,8,0,0
4333,5.0,920,5.0,1,0,1,3,12,3,12,0,0
4334,20.0,155,4.0,1,1,1,1,5,2,4,1,0
4335,0.0,0,0.0,1,0,2,10,9,2,8,0,0
4336,6.0,531,6.0,0,0,1,1,12,3,12,1,0
4337,4.0,1333,2.0,1,0,1,1,12,2,12,1,0
4338,5.0,1042,1.67,1,0,1,7,5,2,4,0,0
4339,5.0,167,2.5,0,1,1,3,12,3,8,0,0
4340,2.0,29,2.0,0,1,1,1,5,3,4,1,0
4341,3.0,399,3.0,1,2,1,1,5,1,4,1,0
4342,0.0,0,0.0,1,4,0,6,9,2,8,0,0
4343,5.0,120,5.0,0,0,1,3,5,3,4,0,0
4344,7.0,406,7.0,0,0,1,3,10,3,10,0,0
4345,4.0,811,4.0,0,0,0,7,10,3,8,0,0
4346,3.0,85,3.0,0,3,1,1,5,3,4,1,0
4347,2.0,1412,2.0,1,3,1,1,5,1,4,1,0
4348,3.0,1259,3.0,0,0,0,3,5,3,4,0,0
4349,14.0,438,7.0,1,3,1,7,5,0,4,1,0
4350,2.0,246,2.0,0,0,1,3,5,3,4,0,0
4351,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4352,2.0,172,2.0,1,0,1,1,5,0,4,1,0
4353,4.0,1246,4.0,1,0,1,1,12,2,12,1,0
4354,1.0,301,1.0,0,0,1,1,1,3,8,1,0
4355,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4356,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4357,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4358,8.0,190,4.0,1,0,1,3,12,3,12,0,0
4359,0.0,0,0.0,1,4,2,10,5,1,4,0,0
4360,5.0,1357,2.5,1,4,0,7,5,1,4,0,0
4361,5.0,533,5.0,0,0,0,7,5,3,4,0,0
4362,2.0,232,2.0,0,4,1,3,12,3,12,0,0
4363,2.0,31,2.0,0,0,1,1,10,3,10,1,0
4364,4.0,22,4.0,0,0,1,3,5,3,4,0,0
4365,0.0,0,0.0,1,0,0,6,5,2,4,0,0
4366,5.0,80,5.0,0,1,1,3,5,3,4,0,0
4367,2.0,73,2.0,0,0,1,7,1,3,8,0,0
4368,3.0,396,3.0,0,0,0,3,5,4,4,0,0
4369,4.0,1966,2.0,1,0,0,7,9,1,8,0,0
4370,4.0,646,2.0,1,0,1,1,3,2,2,1,0
4371,0.0,0,0.0,1,0,2,10,5,0,4,0,0
4372,3.0,166,3.0,0,4,1,1,5,3,4,1,0
4373,3.0,341,1.5,0,0,1,1,9,3,8,1,0
4374,10.0,1669,2.5,1,1,1,1,5,2,4,1,0
4375,0.0,0,0.0,1,4,2,10,12,0,12,0,1
4376,2.0,579,1.0,0,0,0,7,5,4,4,0,0
4377,5.0,582,5.0,0,0,1,3,12,3,12,0,0
4378,0.0,0,0.0,1,0,2,10,12,0,12,0,0
4379,7.0,1029,7.0,1,1,1,1,5,1,4,0,0
4380,9.0,81,4.5,0,5,1,7,5,3,4,1,0
4381,2.0,122,2.0,0,0,0,7,5,3,4,0,0
4382,13.0,1469,2.17,1,0,1,7,12,2,12,0,0
4383,6.0,529,6.0,0,1,1,3,10,3,8,0,0
4384,2.0,130,2.0,0,2,1,1,5,3,4,1,0
4385,2.0,818,2.0,0,0,1,1,5,3,4,1,0
4386,0.0,0,0.0,1,0,0,6,5,0,8,0,0
4387,0.0,0,0.0,1,0,2,10,5,0,4,0,0
4388,4.0,281,4.0,1,0,1,1,12,3,12,1,0
4389,0.0,0,0.0,1,0,0,6,12,3,12,0,0
4390,5.0,418,5.0,0,0,0,3,9,3,8,0,0
4391,3.0,1409,1.5,0,0,1,1,1,3,8,1,0
4392,0.0,0,0.0,0,0,0,6,5,4,4,0,0
4393,0.0,0,0.0,1,0,0,6,5,3,4,0,0
4394,8.0,348,8.0,0,0,1,3,5,3,4,0,0
4395,0.0,0,0.0,1,0,0,6,5,3,4,0,0
4396,0.0,0,0.0,0,0,0,6,9,4,8,0,1
4397,6.0,865,6.0,1,0,1,3,5,3,4,0,0
4398,0.0,0,0.0,1,0,0,6,12,0,12,0,0
4399,7.0,1201,7.0,1,4,1,3,12,3,12,0,0
4400,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4401,6.0,1030,3.0,0,0,1,3,10,3,8,0,0
4402,0.0,0,0.0,0,0,0,6,5,4,4,0,0
4403,0.0,0,0.0,1,0,2,10,5,1,4,0,0
4404,0.0,0,0.0,0,0,0,6,9,4,9,0,0
4405,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4406,0.0,0,0.0,1,0,2,3,12,2,12,0,0
4407,0.0,0,0.0,1,0,2,10,12,2,12,0,0
4408,2.0,216,2.0,0,0,0,3,12,3,12,0,0
4409,0.0,0,0.0,0,0,2,3,5,2,4,0,0
4410,3.0,151,3.0,0,0,1,7,5,3,4,0,0
4411,3.0,977,3.0,1,0,1,1,12,2,12,1,0
4412,4.0,282,4.0,0,0,0,7,5,2,4,0,0
4413,7.0,899,2.33,1,2,1,1,10,0,8,1,0
4414,0.0,0,0.0,0,0,0,6,9,3,9,0,0
4415,4.0,1175,4.0,1,4,1,3,5,1,4,0,0
4416,2.0,858,2.0,0,0,0,3,5,3,8,0,0
4417,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4418,4.0,1501,4.0,0,0,1,3,12,2,12,0,0
4419,2.0,367,2.0,0,0,0,3,9,3,8,0,0
4420,8.0,1517,8.0,1,1,1,1,5,1,4,1,0
4421,0.0,0,0.0,1,4,0,6,12,1,12,0,0
4422,0.0,0,0.0,1,4,0,6,12,1,12,0,0
4423,6.0,128,6.0,0,0,1,3,5,2,4,0,0
4424,0.0,0,0.0,1,1,0,6,12,1,12,0,0
4425,0.0,0,0.0,0,0,0,6,12,3,12,0,0
4426,2.0,1178,2.0,1,3,1,1,5,1,4,1,0
4427,3.0,101,1.5,0,0,1,1,5,4,4,1,0
4428,8.0,1499,8.0,1,4,1,1,12,2,12,0,0
4429,2.0,203,2.0,1,0,1,1,12,3,12,1,0
4430,0.0,0,0.0,1,2,0,6,5,3,4,0,0
4431,2.0,348,2.0,0,0,1,1,5,2,4,1,0
4432,2.0,1223,2.0,1,1,0,7,12,1,12,0,0
4433,2.0,437,2.0,0,4,1,3,5,3,4,0,0
4434,10.0,491,3.33,0,0,0,1,5,3,4,0,0
4435,2.0,77,2.0,0,0,1,1,5,3,4,0,0
4436,0.0,0,0.0,1,1,0,6,12,0,12,0,0
4437,5.0,194,5.0,0,4,1,1,5,3,8,1,0
4438,0.0,0,0.0,1,0,2,10,12,3,12,0,0
4439,5.0,37,5.0,0,0,1,7,10,3,8,0,0
4440,5.0,296,5.0,0,0,1,1,5,3,4,1,0
4441,6.0,369,6.0,0,0,1,3,5,4,8,0,0
4442,0.0,0,0.0,1,0,2,10,12,1,12,0,0
4443,3.0,1010,2.0,1,0,2,10,5,0,8,0,0
4444,0.0,0,0.0,1,0,2,10,5,3,4,0,0
4445,9.0,1066,3.0,1,0,1,3,12,2,12,0,0
4446,3.0,1019,3.0,1,0,1,3,12,3,12,0,0
4447,2.0,52,2.0,0,0,0,3,12,3,12,0,0
4448,0.0,0,0.0,0,0,0,6,14,3,14,0,1
4449,13.0,391,6.5,0,0,0,7,9,1,9,0,0
4450,2.0,362,2.0,1,1,0,7,1,2,8,0,0
4451,5.0,250,5.0,0,0,1,1,12,3,12,1,0
4452,5.0,236,5.0,0,0,1,3,12,3,12,0,0
4453,2.0,1575,2.0,1,3,1,1,12,2,12,1,0
4454,0.0,0,0.0,1,0,0,6,14,3,14,0,1
4455,2.0,1189,2.0,0,0,0,3,12,3,12,0,0
4456,2.0,940,1.0,0,0,0,3,5,3,8,0,0
4457,2.0,1456,2.0,0,0,0,7,12,3,12,0,0
4458,0.0,0,0.0,0,0,0,6,9,3,8,0,1
4459,4.0,153,2.0,0,0,0,3,9,3,8,0,0
4460,0.0,0,0.0,0,0,0,6,5,3,4,0,0
4461,4.0,1579,4.0,0,0,1,3,12,3,12,0,0
4462,0.0,0,0.0,1,0,0,6,12,0,12,0,0
4463,0.0,0,0.0,0,0,0,6,9,3,9,0,0
4464,3.0,187,1.5,0,0,0,3,12,3,12,0,0
4465,0.0,0,0.0,0,0,0,6,9,3,8,0,0
4466,3.0,1346,3.0,1,4,1,1,12,2,12,1,0
4467,2.0,71,2.0,0,0,0,3,12,3,12,0,0
4468,3.0,349,3.0,0,0,1,1,5,3,4,1,0
4469,2.0,67,2.0,0,0,0,3,12,2,12,0,0
4470,0.0,0,0.0,0,0,0,6,5,3,8,0,0
4471,28.0,81,3.5,0,0,1,3,10,3,8,1,1
4472,9.0,1324,3.0,1,0,1,1,5,1,4,1,0
4473,2.0,1004,2.0,1,0,1,3,12,2,12,0,0
4474,2.0,104,2.0,0,0,0,3,14,3,14,0,1
4475,3.0,101,1.5,0,0,0,6,5,4,4,0,0
4476,4.0,331,1.33,0,0,0,3,10,4,8,0,0
4477,5.0,36,5.0,1,0,1,1,12,2,12,1,0
4478,2.0,1129,1.0,1,0,0,3,12,3,12,0,0
4479,4.0,11,4.0,0,0,1,1,12,3,12,1,0
4480,3.0,1620,2.0,1,0,2,10,5,2,8,0,0
4481,0.0,0,0.0,1,4,2,10,5,1,4,0,0
4482,3.0,8,1.5,1,0,0,3,12,3,12,0,0
4483,4.0,1239,4.0,0,0,1,3,12,2,12,0,0
